2,120983,200000.0,1.935728,120983.0,1,4,150000.0,62.0983,620983.0,5,300000.0,28.024575,1120983.0,2,200000.0,17.935728,1120983.0,
2,685712,200000.0,1.371392,85712.0,1,4,150000.0,58.5712,585712.0,5,300000.0,27.1428,1085712.0,2,200000.0,17.371392,1085712.0,
5,66898,300000.0,1.67245,66898.0,1,2,200000.0,9.070368,566898.0,5,300000.0,26.67245,1066898.0,4,150000.0,106.6898,1066898.0,
4,576163,150000.0,12.6163,126163.0,1,5,300000.0,19.404075,776163.0,4,150000.0,112.6163,1126163.0,2,200000.0,18.818608,1176163.0,
5,343881,300000.0,1.097025,43881.0,1,2,200000.0,10.302096,643881.0,5,300000.0,26.097025,1043881.0,4,150000.0,104.3881,1043881.0,
2,721538,200000.0,1.944608,121538.0,1,4,150000.0,62.1538,621538.0,5,300000.0,28.03845,1121538.0,2,200000.0,17.944608,1121538.0,
3,616674,150000.0,0.133392,16674.0,1,2,200000.0,8.266784,516674.0,5,300000.0,25.41685,1016674.0,4,150000.0,101.6674,1016674.0,
1,529326,100000.0,0.14663,29326.0,1,2,200000.0,10.069216,629326.0,5,300000.0,30.73315,1229326.0,4,150000.0,107.9326,1079326.0,
3,424041,150000.0,0.992328,124041.0,1,2,200000.0,8.384656,524041.0,5,300000.0,28.101025,1124041.0,4,150000.0,112.4041,1124041.0,
4,259653,150000.0,10.9653,109653.0,1,5,300000.0,18.991325,759653.0,4,150000.0,110.9653,1109653.0,2,200000.0,16.954448,1059653.0,
5,529944,300000.0,5.7486,229944.0,1,2,200000.0,10.079104,629944.0,5,300000.0,30.7486,1229944.0,4,150000.0,107.9944,1079944.0,
1,507787,100000.0,0.038935,7787.0,1,2,200000.0,9.724592,607787.0,5,300000.0,30.194675,1207787.0,4,150000.0,105.7787,1057787.0,
3,946090,150000.0,0.36872,46090.0,1,2,200000.0,10.33744,646090.0,5,300000.0,26.15225,1046090.0,4,150000.0,104.609,1046090.0,
3,912067,150000.0,0.096536,12067.0,1,2,200000.0,9.793072,612067.0,5,300000.0,25.301675,1012067.0,4,150000.0,101.2067,1012067.0,
1,638670,100000.0,0.19335,38670.0,1,2,200000.0,8.61872,538670.0,5,300000.0,25.96675,1038670.0,4,150000.0,103.867,1038670.0,
3,326589,150000.0,0.212712,26589.0,1,2,200000.0,10.025424,626589.0,5,300000.0,25.664725,1026589.0,4,150000.0,102.6589,1026589.0,
